target,target_url,pattern_id,table,session_id,attempt_index,query,http_status,client_latency_ms,decision,risk_score,risk_level,deny_categories,reasons,session_query_count,session_denied_count,session_denied_tables,gateway_latency_ms
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,11,"SELECT id, status FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,519.4,deny,3,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 11 times in this session | reformulation pattern: table 'accounts' was denied 7 times in this session | session suspended: 7 prior denials indicate a malicious query pattern,12,8,"{""accounts"": 8}",7
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,12,"SELECT id, account_number FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,536.45,deny,3,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 12 times in this session | reformulation pattern: table 'accounts' was denied 8 times in this session | session suspended: 8 prior denials indicate a malicious query pattern,13,9,"{""accounts"": 9}",12
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,13,"SELECT id, balance FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,543.27,deny,3,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 13 times in this session | reformulation pattern: table 'accounts' was denied 9 times in this session | session suspended: 9 prior denials indicate a malicious query pattern,14,10,"{""accounts"": 10}",9
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,14,"SELECT id, status FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,517.05,deny,3,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 14 times in this session | reformulation pattern: table 'accounts' was denied 10 times in this session | session suspended: 10 prior denials indicate a malicious query pattern,15,11,"{""accounts"": 11}",15
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,15,"SELECT id, account_number FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,532.92,deny,3,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 15 times in this session | reformulation pattern: table 'accounts' was denied 11 times in this session | session suspended: 11 prior denials indicate a malicious query pattern,16,12,"{""accounts"": 12}",15
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,16,"SELECT id, balance FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,524.42,deny,3,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 16 times in this session | reformulation pattern: table 'accounts' was denied 12 times in this session | session suspended: 12 prior denials indicate a malicious query pattern,17,13,"{""accounts"": 13}",13
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,17,"SELECT id, status FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,569.43,deny,3,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 17 times in this session | reformulation pattern: table 'accounts' was denied 13 times in this session | session suspended: 13 prior denials indicate a malicious query pattern,18,14,"{""accounts"": 14}",19
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,18,"SELECT id, account_number FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,537.66,deny,3,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 18 times in this session | reformulation pattern: table 'accounts' was denied 14 times in this session | session suspended: 14 prior denials indicate a malicious query pattern,19,15,"{""accounts"": 15}",14
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,19,"SELECT id, balance FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,512.92,deny,3,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 19 times in this session | reformulation pattern: table 'accounts' was denied 15 times in this session | session suspended: 15 prior denials indicate a malicious query pattern,20,16,"{""accounts"": 16}",11
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,0,"SELECT id, amount FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,524.65,allow,1,low,,,1,0,{},19
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,1,"SELECT id, tx_type FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,543.72,allow,1,low,,,2,0,{},17
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,2,"SELECT id, status FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,520.08,allow,1,low,,,3,0,{},15
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,3,"SELECT id, amount FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,531.03,allow,1,low,,,4,0,{},16
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,4,"SELECT id, tx_type FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,524.76,deny,1,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 4 times in this session,5,1,"{""transactions"": 1}",9
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,5,"SELECT id, status FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,502.63,deny,1,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 5 times in this session,6,2,"{""transactions"": 2}",7
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,6,"SELECT id, amount FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,524.67,deny,3,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 6 times in this session | reformulation pattern: table 'transactions' was denied 2 times in this session,7,3,"{""transactions"": 3}",12
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,7,"SELECT id, tx_type FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,521.33,deny,3,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 7 times in this session | reformulation pattern: table 'transactions' was denied 3 times in this session | session suspended: 3 prior denials indicate a malicious query pattern,8,4,"{""transactions"": 4}",9
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,8,"SELECT id, status FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,534.98,deny,3,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 8 times in this session | reformulation pattern: table 'transactions' was denied 4 times in this session | session suspended: 4 prior denials indicate a malicious query pattern,9,5,"{""transactions"": 5}",13
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,9,"SELECT id, amount FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,518.62,deny,3,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 9 times in this session | reformulation pattern: table 'transactions' was denied 5 times in this session | session suspended: 5 prior denials indicate a malicious query pattern,10,6,"{""transactions"": 6}",16
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,10,"SELECT id, tx_type FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,502.5,deny,3,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 10 times in this session | reformulation pattern: table 'transactions' was denied 6 times in this session | session suspended: 6 prior denials indicate a malicious query pattern,11,7,"{""transactions"": 7}",9
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,11,"SELECT id, status FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,524.24,deny,3,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 11 times in this session | reformulation pattern: table 'transactions' was denied 7 times in this session | session suspended: 7 prior denials indicate a malicious query pattern,12,8,"{""transactions"": 8}",8
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,12,"SELECT id, amount FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,532.69,deny,3,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 12 times in this session | reformulation pattern: table 'transactions' was denied 8 times in this session | session suspended: 8 prior denials indicate a malicious query pattern,13,9,"{""transactions"": 9}",9
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,13,"SELECT id, tx_type FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,525.61,deny,3,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 13 times in this session | reformulation pattern: table 'transactions' was denied 9 times in this session | session suspended: 9 prior denials indicate a malicious query pattern,14,10,"{""transactions"": 10}",9
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,14,"SELECT id, status FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,505.85,deny,3,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 14 times in this session | reformulation pattern: table 'transactions' was denied 10 times in this session | session suspended: 10 prior denials indicate a malicious query pattern,15,11,"{""transactions"": 11}",7
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,15,"SELECT id, amount FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,516.51,deny,3,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 15 times in this session | reformulation pattern: table 'transactions' was denied 11 times in this session | session suspended: 11 prior denials indicate a malicious query pattern,16,12,"{""transactions"": 12}",8
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,16,"SELECT id, tx_type FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,521.56,deny,3,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 16 times in this session | reformulation pattern: table 'transactions' was denied 12 times in this session | session suspended: 12 prior denials indicate a malicious query pattern,17,13,"{""transactions"": 13}",11
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,17,"SELECT id, status FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,523.22,deny,3,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 17 times in this session | reformulation pattern: table 'transactions' was denied 13 times in this session | session suspended: 13 prior denials indicate a malicious query pattern,18,14,"{""transactions"": 14}",6
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,18,"SELECT id, amount FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,511.83,deny,3,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 18 times in this session | reformulation pattern: table 'transactions' was denied 14 times in this session | session suspended: 14 prior denials indicate a malicious query pattern,19,15,"{""transactions"": 15}",8
session,https://demo.tankada.io,order_by_random,transactions,cov-order_by_random-transactions-16efd23e,19,"SELECT id, tx_type FROM transactions WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,523.94,deny,3,low,session_block,randomized-order probing: table 'transactions' sampled with ORDER BY RANDOM() 19 times in this session | reformulation pattern: table 'transactions' was denied 15 times in this session | session suspended: 15 prior denials indicate a malicious query pattern,20,16,"{""transactions"": 16}",8
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,0,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,535.91,allow,1,low,,,1,0,{},8
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,1,"SELECT id, expiry_date FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,555.83,allow,1,low,,,2,0,{},15
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,2,"SELECT id, status FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,527.11,allow,1,low,,,3,0,{},10
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,3,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,525.39,allow,1,low,,,4,0,{},13
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,4,"SELECT id, expiry_date FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,521.34,deny,1,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 4 times in this session,5,1,"{""cards"": 1}",17
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,5,"SELECT id, status FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,528.57,deny,1,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 5 times in this session,6,2,"{""cards"": 2}",6
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,6,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,525.98,deny,3,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 6 times in this session | reformulation pattern: table 'cards' was denied 2 times in this session,7,3,"{""cards"": 3}",10
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,7,"SELECT id, expiry_date FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,526.59,deny,3,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 7 times in this session | reformulation pattern: table 'cards' was denied 3 times in this session | session suspended: 3 prior denials indicate a malicious query pattern,8,4,"{""cards"": 4}",10
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,8,"SELECT id, status FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,524.09,deny,3,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 8 times in this session | reformulation pattern: table 'cards' was denied 4 times in this session | session suspended: 4 prior denials indicate a malicious query pattern,9,5,"{""cards"": 5}",10
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,9,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,527.07,deny,3,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 9 times in this session | reformulation pattern: table 'cards' was denied 5 times in this session | session suspended: 5 prior denials indicate a malicious query pattern,10,6,"{""cards"": 6}",8
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,10,"SELECT id, expiry_date FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,514.59,deny,3,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 10 times in this session | reformulation pattern: table 'cards' was denied 6 times in this session | session suspended: 6 prior denials indicate a malicious query pattern,11,7,"{""cards"": 7}",10
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,11,"SELECT id, status FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,538.68,deny,3,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 11 times in this session | reformulation pattern: table 'cards' was denied 7 times in this session | session suspended: 7 prior denials indicate a malicious query pattern,12,8,"{""cards"": 8}",11
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,12,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,532.77,deny,3,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 12 times in this session | reformulation pattern: table 'cards' was denied 8 times in this session | session suspended: 8 prior denials indicate a malicious query pattern,13,9,"{""cards"": 9}",15
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,13,"SELECT id, expiry_date FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,520.29,deny,3,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 13 times in this session | reformulation pattern: table 'cards' was denied 9 times in this session | session suspended: 9 prior denials indicate a malicious query pattern,14,10,"{""cards"": 10}",17
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,14,"SELECT id, status FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,505.88,deny,3,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 14 times in this session | reformulation pattern: table 'cards' was denied 10 times in this session | session suspended: 10 prior denials indicate a malicious query pattern,15,11,"{""cards"": 11}",10
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,15,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,506.92,deny,3,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 15 times in this session | reformulation pattern: table 'cards' was denied 11 times in this session | session suspended: 11 prior denials indicate a malicious query pattern,16,12,"{""cards"": 12}",12
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,16,"SELECT id, expiry_date FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,540.74,deny,3,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 16 times in this session | reformulation pattern: table 'cards' was denied 12 times in this session | session suspended: 12 prior denials indicate a malicious query pattern,17,13,"{""cards"": 13}",9
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,17,"SELECT id, status FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,541.1,deny,3,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 17 times in this session | reformulation pattern: table 'cards' was denied 13 times in this session | session suspended: 13 prior denials indicate a malicious query pattern,18,14,"{""cards"": 14}",18
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,18,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,512.76,deny,3,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 18 times in this session | reformulation pattern: table 'cards' was denied 14 times in this session | session suspended: 14 prior denials indicate a malicious query pattern,19,15,"{""cards"": 15}",13
session,https://demo.tankada.io,order_by_random,cards,cov-order_by_random-cards-c53b2f44,19,"SELECT id, expiry_date FROM cards WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,523.66,deny,3,low,session_block,randomized-order probing: table 'cards' sampled with ORDER BY RANDOM() 19 times in this session | reformulation pattern: table 'cards' was denied 15 times in this session | session suspended: 15 prior denials indicate a malicious query pattern,20,16,"{""cards"": 16}",7
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,0,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,540.02,allow,1,low,,,1,0,{},14
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,1,"SELECT id, term_months FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,544.84,allow,1,low,,,2,0,{},10
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,2,"SELECT id, status FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,533.34,allow,1,low,,,3,0,{},11
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,3,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,512.96,allow,1,low,,,4,0,{},10
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,4,"SELECT id, term_months FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,530.5,deny,1,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 4 times in this session,5,1,"{""loans"": 1}",7
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,5,"SELECT id, status FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,521.04,deny,1,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 5 times in this session,6,2,"{""loans"": 2}",10
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,6,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,523.71,deny,3,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 6 times in this session | reformulation pattern: table 'loans' was denied 2 times in this session,7,3,"{""loans"": 3}",14
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,7,"SELECT id, term_months FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,514.42,deny,3,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 7 times in this session | reformulation pattern: table 'loans' was denied 3 times in this session | session suspended: 3 prior denials indicate a malicious query pattern,8,4,"{""loans"": 4}",10
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,8,"SELECT id, status FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,514.86,deny,3,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 8 times in this session | reformulation pattern: table 'loans' was denied 4 times in this session | session suspended: 4 prior denials indicate a malicious query pattern,9,5,"{""loans"": 5}",10
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,9,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,514.56,deny,3,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 9 times in this session | reformulation pattern: table 'loans' was denied 5 times in this session | session suspended: 5 prior denials indicate a malicious query pattern,10,6,"{""loans"": 6}",9
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,10,"SELECT id, term_months FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,511.84,deny,3,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 10 times in this session | reformulation pattern: table 'loans' was denied 6 times in this session | session suspended: 6 prior denials indicate a malicious query pattern,11,7,"{""loans"": 7}",13
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,11,"SELECT id, status FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,512.76,deny,3,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 11 times in this session | reformulation pattern: table 'loans' was denied 7 times in this session | session suspended: 7 prior denials indicate a malicious query pattern,12,8,"{""loans"": 8}",10
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,12,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,521.16,deny,3,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 12 times in this session | reformulation pattern: table 'loans' was denied 8 times in this session | session suspended: 8 prior denials indicate a malicious query pattern,13,9,"{""loans"": 9}",14
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,13,"SELECT id, term_months FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,542.58,deny,3,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 13 times in this session | reformulation pattern: table 'loans' was denied 9 times in this session | session suspended: 9 prior denials indicate a malicious query pattern,14,10,"{""loans"": 10}",14
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,14,"SELECT id, status FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,514.4,deny,3,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 14 times in this session | reformulation pattern: table 'loans' was denied 10 times in this session | session suspended: 10 prior denials indicate a malicious query pattern,15,11,"{""loans"": 11}",11
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,15,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,517.16,deny,3,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 15 times in this session | reformulation pattern: table 'loans' was denied 11 times in this session | session suspended: 11 prior denials indicate a malicious query pattern,16,12,"{""loans"": 12}",12
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,16,"SELECT id, term_months FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,537.77,deny,3,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 16 times in this session | reformulation pattern: table 'loans' was denied 12 times in this session | session suspended: 12 prior denials indicate a malicious query pattern,17,13,"{""loans"": 13}",12
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,17,"SELECT id, status FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,530.7,deny,3,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 17 times in this session | reformulation pattern: table 'loans' was denied 13 times in this session | session suspended: 13 prior denials indicate a malicious query pattern,18,14,"{""loans"": 14}",12
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,18,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,522.56,deny,3,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 18 times in this session | reformulation pattern: table 'loans' was denied 14 times in this session | session suspended: 14 prior denials indicate a malicious query pattern,19,15,"{""loans"": 15}",12
session,https://demo.tankada.io,order_by_random,loans,cov-order_by_random-loans-1a705bcc,19,"SELECT id, term_months FROM loans WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,511.94,deny,3,low,session_block,randomized-order probing: table 'loans' sampled with ORDER BY RANDOM() 19 times in this session | reformulation pattern: table 'loans' was denied 15 times in this session | session suspended: 15 prior denials indicate a malicious query pattern,20,16,"{""loans"": 16}",11
session,https://demo.tankada.io,offset_stepping,customers,cov-offset_stepping-customers-0eb31e09,0,"SELECT id, email FROM customers WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 0",403,524.7,deny,3,low,"missing_scope,pii_violation","access to table 'customers' requires scope 'customers:read' | query accesses PII columns [""email""] without required scope for table 'customers'",1,1,"{""customers"": 1}",14
session,https://demo.tankada.io,offset_stepping,customers,cov-offset_stepping-customers-0eb31e09,1,"SELECT id, email FROM customers WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 100",403,517.29,deny,3,low,"missing_scope,pii_violation","access to table 'customers' requires scope 'customers:read' | query accesses PII columns [""email""] without required scope for table 'customers'",2,2,"{""customers"": 2}",13
